Species,UTC Date, Local Date, Local Time, Score, Count
Hairy Woodpecker,2024-02-20T21:06:14Z,20-Feb-2024,16:06:14,0.85,1
White-breasted Nuthatch,2024-02-20T21:02:56Z,20-Feb-2024,16:02:56,0.36,1
White-breasted Nuthatch,2024-02-20T21:01:17Z,20-Feb-2024,16:01:17,0.87,1
Brown Creeper,2024-02-20T20:44:59Z,20-Feb-2024,15:44:59,0.45,1
Brown Creeper,2024-02-20T20:44:05Z,20-Feb-2024,15:44:05,0.72,1
Brown Creeper,2024-02-20T20:43:14Z,20-Feb-2024,15:43:14,0.51,1
Brown Creeper,2024-02-20T20:43:02Z,20-Feb-2024,15:43:02,0.71,1
Brown Creeper,2024-02-20T20:42:38Z,20-Feb-2024,15:42:38,0.82,1
Brown Creeper,2024-02-20T20:42:20Z,20-Feb-2024,15:42:20,0.3,1
Brown Creeper,2024-02-20T20:42:02Z,20-Feb-2024,15:42:02,0.32,1
Brown Creeper,2024-02-20T20:41:44Z,20-Feb-2024,15:41:44,0.72,1
Brown Creeper,2024-02-20T20:41:26Z,20-Feb-2024,15:41:26,0.78,1
Brown Creeper,2024-02-20T20:40:50Z,20-Feb-2024,15:40:50,0.36,1
Brown Creeper,2024-02-20T20:40:17Z,20-Feb-2024,15:40:17,0.27,1
Brown Creeper,2024-02-20T20:39:59Z,20-Feb-2024,15:39:59,0.31,1
Brown Creeper,2024-02-20T20:23:20Z,20-Feb-2024,15:23:20,0.75,1
Blue Jay,2024-02-20T20:10:14Z,20-Feb-2024,15:10:14,0.29,1
Blue Jay,2024-02-20T20:10:08Z,20-Feb-2024,15:10:08,0.8549,1
Brown Creeper,2024-02-20T20:07:50Z,20-Feb-2024,15:07:50,0.6,1
Hairy Woodpecker,2024-02-20T19:58:50Z,20-Feb-2024,14:58:50,0.61,1
Hairy Woodpecker,2024-02-20T19:48:05Z,20-Feb-2024,14:48:05,0.74,1
Brown Creeper,2024-02-20T19:47:17Z,20-Feb-2024,14:47:17,0.76,1
Hairy Woodpecker,2024-02-20T19:45:57Z,20-Feb-2024,14:45:57,0.94,1
Hairy Woodpecker,2024-02-20T19:45:51Z,20-Feb-2024,14:45:51,0.94,1
Hairy Woodpecker,2024-02-20T19:45:45Z,20-Feb-2024,14:45:45,0.97,1
Hairy Woodpecker,2024-02-20T19:45:38Z,20-Feb-2024,14:45:38,0.94,1
Hairy Woodpecker,2024-02-20T19:45:32Z,20-Feb-2024,14:45:32,0.95,1
Hairy Woodpecker,2024-02-20T19:45:25Z,20-Feb-2024,14:45:25,0.95,1
Hairy Woodpecker,2024-02-20T19:45:19Z,20-Feb-2024,14:45:19,0.37,1
Hairy Woodpecker,2024-02-20T19:45:12Z,20-Feb-2024,14:45:12,0.86,1
Hairy Woodpecker,2024-02-20T19:45:06Z,20-Feb-2024,14:45:06,0.91,1
Hairy Woodpecker,2024-02-20T19:44:59Z,20-Feb-2024,14:44:59,0.83,1
Hairy Woodpecker,2024-02-20T19:44:53Z,20-Feb-2024,14:44:53,0.93,1
Hairy Woodpecker,2024-02-20T19:44:46Z,20-Feb-2024,14:44:46,0.92,1
Hairy Woodpecker,2024-02-20T19:44:40Z,20-Feb-2024,14:44:40,0.86,1
Hairy Woodpecker,2024-02-20T19:44:33Z,20-Feb-2024,14:44:33,0.64,1
Hairy Woodpecker,2024-02-20T19:44:21Z,20-Feb-2024,14:44:21,0.45,1
Hairy Woodpecker,2024-02-20T19:44:14Z,20-Feb-2024,14:44:14,0.96,1
Red-shouldered Hawk,2024-02-20T19:30:20Z,20-Feb-2024,14:30:20,0.5,1
Blue Jay,2024-02-20T19:27:56Z,20-Feb-2024,14:27:56,0.8078,1
American Crow,2024-02-20T19:13:11Z,20-Feb-2024,14:13:11,0.8667,3
American Crow,2024-02-20T19:10:41Z,20-Feb-2024,14:10:41,0.8392,4
American Crow,2024-02-20T19:10:38Z,20-Feb-2024,14:10:38,0.52,1
American Crow,2024-02-20T19:09:38Z,20-Feb-2024,14:09:38,0.54,1
American Crow,2024-02-20T19:09:14Z,20-Feb-2024,14:09:14,0.902,6
American Crow,2024-02-20T19:08:11Z,20-Feb-2024,14:08:11,0.8235,1
American Crow,2024-02-20T19:04:02Z,20-Feb-2024,14:04:02,0.9333,1
Hairy Woodpecker,2024-02-20T18:56:43Z,20-Feb-2024,13:56:43,0.65,1
Hairy Woodpecker,2024-02-20T18:56:30Z,20-Feb-2024,13:56:30,0.54,1
Hairy Woodpecker,2024-02-20T18:56:23Z,20-Feb-2024,13:56:23,0.86,1
Hairy Woodpecker,2024-02-20T18:56:17Z,20-Feb-2024,13:56:17,0.45,1
Hairy Woodpecker,2024-02-20T18:56:10Z,20-Feb-2024,13:56:10,0.68,1
Hairy Woodpecker,2024-02-20T18:55:57Z,20-Feb-2024,13:55:57,0.54,1
Hairy Woodpecker,2024-02-20T18:54:35Z,20-Feb-2024,13:54:35,0.65,1
Hairy Woodpecker,2024-02-20T18:11:47Z,20-Feb-2024,13:11:47,0.65,1
Hairy Woodpecker,2024-02-20T17:41:50Z,20-Feb-2024,12:41:50,0.59,1
American Crow,2024-02-20T17:25:14Z,20-Feb-2024,12:25:14,0.8235,1
American Crow,2024-02-20T17:13:35Z,20-Feb-2024,12:13:35,0.9098,1
American Crow,2024-02-20T17:07:17Z,20-Feb-2024,12:07:17,0.9333,1
American Crow,2024-02-20T17:06:14Z,20-Feb-2024,12:06:14,0.9098,1
American Crow,2024-02-20T16:54:39Z,20-Feb-2024,11:54:39,0.8549,7
American Crow,2024-02-20T16:53:51Z,20-Feb-2024,11:53:51,0.54,1
American Crow,2024-02-20T16:53:33Z,20-Feb-2024,11:53:33,0.9686,2
American Crow,2024-02-20T16:53:29Z,20-Feb-2024,11:53:29,0.51,1
Hairy Woodpecker,2024-02-20T16:49:29Z,20-Feb-2024,11:49:29,0.74,1
American Crow,2024-02-20T16:48:38Z,20-Feb-2024,11:48:38,0.8784,1
Blue Jay,2024-02-20T16:47:26Z,20-Feb-2024,11:47:26,0.8549,1
Blue Jay,2024-02-20T16:18:42Z,20-Feb-2024,11:18:42,0.8235,1
Hairy Woodpecker,2024-02-20T15:56:09Z,20-Feb-2024,10:56:09,0.42,1
Hairy Woodpecker,2024-02-20T15:55:57Z,20-Feb-2024,10:55:57,0.27,1
American Crow,2024-02-20T15:55:42Z,20-Feb-2024,10:55:42,0.902,1
Blue Jay,2024-02-20T15:22:21Z,20-Feb-2024,10:22:21,0.8549,1
Hairy Woodpecker,2024-02-20T15:13:12Z,20-Feb-2024,10:13:12,0.66,1
Hairy Woodpecker,2024-02-20T15:13:06Z,20-Feb-2024,10:13:06,0.94,1
Hairy Woodpecker,2024-02-20T15:13:00Z,20-Feb-2024,10:13:00,0.33,1
American Goldfinch,2024-02-20T15:06:00Z,20-Feb-2024,10:06:00,0.8235,1
American Crow,2024-02-20T14:54:54Z,20-Feb-2024,09:54:54,0.9333,4
American Crow,2024-02-20T14:53:52Z,20-Feb-2024,09:53:52,0.9098,1
