Species,Scientific Name,UTC Date,Local Date,Local Time,Score,Count
Red-shouldered Hawk,Buteo lineatus,2025-03-11T22:16:35Z,11-Mar-2025,18:16:35,0.31,1
American Crow,Corvus brachyrhynchos,2025-03-11T21:00:26Z,11-Mar-2025,17:00:26,0.8314,11
American Crow,Corvus brachyrhynchos,2025-03-11T20:54:53Z,11-Mar-2025,16:54:53,0.9176,1
Blue Jay,Cyanocitta cristata,2025-03-11T19:58:07Z,11-Mar-2025,15:58:07,0.8471,1
American Crow,Corvus brachyrhynchos,2025-03-11T19:27:38Z,11-Mar-2025,15:27:38,0.8157,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T19:15:26Z,11-Mar-2025,15:15:26,0.77,1
American Crow,Corvus brachyrhynchos,2025-03-11T19:14:38Z,11-Mar-2025,15:14:38,0.8745,1
Blue Jay,Cyanocitta cristata,2025-03-11T19:08:39Z,11-Mar-2025,15:08:39,0.8314,1
Blue Jay,Cyanocitta cristata,2025-03-11T19:07:19Z,11-Mar-2025,15:07:19,0.8745,1
American Crow,Corvus brachyrhynchos,2025-03-11T18:04:59Z,11-Mar-2025,14:04:59,0.8157,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T18:02:26Z,11-Mar-2025,14:02:26,0.6,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:48:13Z,11-Mar-2025,13:48:13,0.8627,9
Blue Jay,Cyanocitta cristata,2025-03-11T17:47:09Z,11-Mar-2025,13:47:09,0.8471,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:47:06Z,11-Mar-2025,13:47:06,0.35,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T17:35:26Z,11-Mar-2025,13:35:26,0.63,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T17:34:47Z,11-Mar-2025,13:34:47,0.63,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:33:35Z,11-Mar-2025,13:33:35,0.898,2
Blue Jay,Cyanocitta cristata,2025-03-11T17:32:17Z,11-Mar-2025,13:32:17,0.7804,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:30:47Z,11-Mar-2025,13:30:47,0.3,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:27:48Z,11-Mar-2025,13:27:48,0.8314,1
Blue Jay,Cyanocitta cristata,2025-03-11T17:06:24Z,11-Mar-2025,13:06:24,0.8471,16
Blue Jay,Cyanocitta cristata,2025-03-11T17:05:23Z,11-Mar-2025,13:05:23,0.7804,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T16:32:03Z,11-Mar-2025,12:32:03,0.26,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T16:30:50Z,11-Mar-2025,12:30:50,0.35,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T16:24:59Z,11-Mar-2025,12:24:59,0.52,1
White-breasted Nuthatch,Sitta carolinensis,2025-03-11T16:20:35Z,11-Mar-2025,12:20:35,0.75,1
