Species,UTC Date, Local Date, Local Time, Score, Count
Blue Jay,2024-08-17T23:46:49Z,17-Aug-2024,19:46:49,0.29,1
Blue Jay,2024-08-17T23:46:45Z,17-Aug-2024,19:46:45,0.8745,1
Blue Jay,2024-08-17T23:45:03Z,17-Aug-2024,19:45:03,0.7804,1
Blue Jay,2024-08-17T23:43:42Z,17-Aug-2024,19:43:42,0.28,1
Osprey,2024-08-17T23:42:45Z,17-Aug-2024,19:42:45,0.46,1
Downy Woodpecker,2024-08-17T23:08:12Z,17-Aug-2024,19:08:12,0.8157,1
Eastern Wood-Pewee,2024-08-17T23:07:18Z,17-Aug-2024,19:07:18,0.75,1
Eastern Bluebird,2024-08-17T23:04:44Z,17-Aug-2024,19:04:44,0.64,1
Eastern Bluebird,2024-08-17T23:04:37Z,17-Aug-2024,19:04:37,0.62,1
Eastern Wood-Pewee,2024-08-17T23:00:43Z,17-Aug-2024,19:00:43,0.94,1
Eastern Wood-Pewee,2024-08-17T23:00:00Z,17-Aug-2024,19:00:00,0.56,1
Eastern Wood-Pewee,2024-08-17T22:59:05Z,17-Aug-2024,18:59:05,0.77,1
Eastern Wood-Pewee,2024-08-17T22:58:59Z,17-Aug-2024,18:58:59,0.41,1
Eastern Wood-Pewee,2024-08-17T22:58:22Z,17-Aug-2024,18:58:22,0.31,1
Eastern Wood-Pewee,2024-08-17T22:58:03Z,17-Aug-2024,18:58:03,0.76,1
Green Heron,2024-08-17T22:56:43Z,17-Aug-2024,18:56:43,0.35,1
Downy Woodpecker,2024-08-17T22:54:27Z,17-Aug-2024,18:54:27,0.9176,1
Eastern Bluebird,2024-08-17T22:49:22Z,17-Aug-2024,18:49:22,0.37,1
Eastern Wood-Pewee,2024-08-17T22:49:15Z,17-Aug-2024,18:49:15,0.61,1
Eastern Wood-Pewee,2024-08-17T22:47:31Z,17-Aug-2024,18:47:31,0.54,1
Eastern Wood-Pewee,2024-08-17T22:14:51Z,17-Aug-2024,18:14:51,0.77,1
Eastern Wood-Pewee,2024-08-17T22:14:21Z,17-Aug-2024,18:14:21,0.78,1
Black-capped Chickadee,2024-08-17T22:02:45Z,17-Aug-2024,18:02:45,0.7804,1
Black-capped Chickadee,2024-08-17T22:01:00Z,17-Aug-2024,18:01:00,0.8,2
Black-capped Chickadee,2024-08-17T21:59:38Z,17-Aug-2024,17:59:38,0.8745,9
Black-capped Chickadee,2024-08-17T21:59:34Z,17-Aug-2024,17:59:34,0.35,1
Black-capped Chickadee,2024-08-17T21:59:04Z,17-Aug-2024,17:59:04,0.78,1
Black-capped Chickadee,2024-08-17T21:58:31Z,17-Aug-2024,17:58:31,0.8745,1
Eastern Wood-Pewee,2024-08-17T21:53:13Z,17-Aug-2024,17:53:13,0.81,1
Pileated Woodpecker,2024-08-17T20:39:51Z,17-Aug-2024,16:39:51,0.99,1
Pileated Woodpecker,2024-08-17T20:38:10Z,17-Aug-2024,16:38:10,0.86,1
Pileated Woodpecker,2024-08-17T20:37:40Z,17-Aug-2024,16:37:40,0.43,1
Mourning Dove,2024-08-17T20:29:06Z,17-Aug-2024,16:29:06,0.7804,1
Black-capped Chickadee,2024-08-17T20:16:38Z,17-Aug-2024,16:16:38,0.56,1
Pileated Woodpecker,2024-08-17T20:08:06Z,17-Aug-2024,16:08:06,0.83,1
American Crow,2024-08-17T19:52:53Z,17-Aug-2024,15:52:53,0.8471,1
Eastern Wood-Pewee,2024-08-17T19:48:30Z,17-Aug-2024,15:48:30,0.64,1
Mourning Dove,2024-08-17T19:46:30Z,17-Aug-2024,15:46:30,0.8,1
Common Grackle,2024-08-17T19:43:43Z,17-Aug-2024,15:43:43,0.8,1
American Crow,2024-08-17T19:38:28Z,17-Aug-2024,15:38:28,0.35,1
American Crow,2024-08-17T19:37:40Z,17-Aug-2024,15:37:40,0.6,1
American Crow,2024-08-17T19:36:32Z,17-Aug-2024,15:36:32,0.52,1
American Crow,2024-08-17T19:36:22Z,17-Aug-2024,15:36:22,0.8863,3
American Crow,2024-08-17T19:36:13Z,17-Aug-2024,15:36:13,0.28,1
American Crow,2024-08-17T19:35:30Z,17-Aug-2024,15:35:30,0.38,1
American Crow,2024-08-17T19:35:20Z,17-Aug-2024,15:35:20,0.8,1
American Crow,2024-08-17T19:34:53Z,17-Aug-2024,15:34:53,0.29,1
American Crow,2024-08-17T19:33:37Z,17-Aug-2024,15:33:37,0.8157,1
American Crow,2024-08-17T19:32:12Z,17-Aug-2024,15:32:12,0.4,1
