Species,UTC Date, Local Date, Local Time, Score, Count
Golden-crowned Kinglet,2024-02-05T22:00:59Z,05-Feb-2024,17:00:59,0.93,1
Golden-crowned Kinglet,2024-02-05T22:00:52Z,05-Feb-2024,17:00:52,0.94,1
Golden-crowned Kinglet,2024-02-05T22:00:33Z,05-Feb-2024,17:00:33,0.58,1
Golden-crowned Kinglet,2024-02-05T22:00:26Z,05-Feb-2024,17:00:26,0.91,1
Golden-crowned Kinglet,2024-02-05T22:00:20Z,05-Feb-2024,17:00:20,0.79,1
Golden-crowned Kinglet,2024-02-05T21:59:02Z,05-Feb-2024,16:59:02,0.84,1
Golden-crowned Kinglet,2024-02-05T21:58:55Z,05-Feb-2024,16:58:55,0.98,1
Golden-crowned Kinglet,2024-02-05T21:58:49Z,05-Feb-2024,16:58:49,0.77,1
Golden-crowned Kinglet,2024-02-05T21:58:42Z,05-Feb-2024,16:58:42,0.39,1
Golden-crowned Kinglet,2024-02-05T21:58:36Z,05-Feb-2024,16:58:36,0.86,1
Golden-crowned Kinglet,2024-02-05T21:58:23Z,05-Feb-2024,16:58:23,0.84,1
Golden-crowned Kinglet,2024-02-05T21:58:04Z,05-Feb-2024,16:58:04,0.92,1
Golden-crowned Kinglet,2024-02-05T21:57:49Z,05-Feb-2024,16:57:49,0.87,1
Golden-crowned Kinglet,2024-02-05T21:57:16Z,05-Feb-2024,16:57:16,0.84,1
Golden-crowned Kinglet,2024-02-05T21:56:01Z,05-Feb-2024,16:56:01,0.4,1
Golden-crowned Kinglet,2024-02-05T21:54:58Z,05-Feb-2024,16:54:58,0.67,1
Blue Jay,2024-02-05T18:38:21Z,05-Feb-2024,13:38:21,0.3,1
Blue Jay,2024-02-05T18:38:09Z,05-Feb-2024,13:38:09,0.8902,2
Blue Jay,2024-02-05T18:37:00Z,05-Feb-2024,13:37:00,0.8549,1
Blue Jay,2024-02-05T17:44:30Z,05-Feb-2024,12:44:30,0.26,1
White-breasted Nuthatch,2024-02-05T17:01:27Z,05-Feb-2024,12:01:27,0.64,1
Black-capped Chickadee,2024-02-05T17:01:17Z,05-Feb-2024,12:01:17,0.41,1
Black-capped Chickadee,2024-02-05T17:00:43Z,05-Feb-2024,12:00:43,0.8392,1
Black-capped Chickadee,2024-02-05T17:00:34Z,05-Feb-2024,12:00:34,0.38,1
Black-capped Chickadee,2024-02-05T17:00:27Z,05-Feb-2024,12:00:27,0.42,1
Hairy Woodpecker,2024-02-05T16:37:30Z,05-Feb-2024,11:37:30,0.75,1
Hairy Woodpecker,2024-02-05T16:37:23Z,05-Feb-2024,11:37:23,0.67,1
American Goldfinch,2024-02-05T16:22:26Z,05-Feb-2024,11:22:26,0.9412,1
Blue Jay,2024-02-05T14:35:19Z,05-Feb-2024,09:35:19,0.8667,1
Blue Jay,2024-02-05T14:32:16Z,05-Feb-2024,09:32:16,0.58,1
Blue Jay,2024-02-05T14:30:32Z,05-Feb-2024,09:30:32,0.8392,1
Blue Jay,2024-02-05T14:21:44Z,05-Feb-2024,09:21:44,0.29,1
Blue Jay,2024-02-05T14:21:29Z,05-Feb-2024,09:21:29,0.9098,19
Blue Jay,2024-02-05T14:20:16Z,05-Feb-2024,09:20:16,0.8235,15
Blue Jay,2024-02-05T14:19:14Z,05-Feb-2024,09:19:14,0.8549,11
Blue Jay,2024-02-05T14:18:55Z,05-Feb-2024,09:18:55,0.26,1
Blue Jay,2024-02-05T14:18:43Z,05-Feb-2024,09:18:43,0.35,1
Blue Jay,2024-02-05T14:18:10Z,05-Feb-2024,09:18:10,0.8902,1
Blue Jay,2024-02-05T14:16:52Z,05-Feb-2024,09:16:52,0.31,1
Blue Jay,2024-02-05T14:15:39Z,05-Feb-2024,09:15:39,0.27,1
American Goldfinch,2024-02-05T14:15:09Z,05-Feb-2024,09:15:09,0.8784,1
Blue Jay,2024-02-05T14:14:03Z,05-Feb-2024,09:14:03,0.949,5
Blue Jay,2024-02-05T14:12:16Z,05-Feb-2024,09:12:16,0.8392,1
Blue Jay,2024-02-05T14:12:09Z,05-Feb-2024,09:12:09,0.44,1
Tufted Titmouse,2024-02-05T14:09:42Z,05-Feb-2024,09:09:42,0.3,1
American Crow,2024-02-05T14:00:36Z,05-Feb-2024,09:00:36,0.8549,1
Blue Jay,2024-02-05T13:39:19Z,05-Feb-2024,08:39:19,0.7882,4
Blue Jay,2024-02-05T13:39:12Z,05-Feb-2024,08:39:12,0.34,1
Blue Jay,2024-02-05T13:38:03Z,05-Feb-2024,08:38:03,0.8392,1
