Species,Scientific Name,UTC Date,Local Date,Local Time,Score,Count
Barred Owl,Strix varia,2024-12-04T23:53:34Z,04-Dec-2024,18:53:34,0.37,1
Barred Owl,Strix varia,2024-12-04T23:49:23Z,04-Dec-2024,18:49:23,0.56,1
Barred Owl,Strix varia,2024-12-04T23:48:20Z,04-Dec-2024,18:48:20,0.43,1
Barred Owl,Strix varia,2024-12-04T23:48:05Z,04-Dec-2024,18:48:05,0.81,1
Barred Owl,Strix varia,2024-12-04T23:46:16Z,04-Dec-2024,18:46:16,0.32,1
Mourning Dove,Zenaida macroura,2024-12-04T22:04:31Z,04-Dec-2024,17:04:31,0.8627,1
Barred Owl,Strix varia,2024-12-04T20:49:16Z,04-Dec-2024,15:49:16,0.69,1
Barred Owl,Strix varia,2024-12-04T20:31:34Z,04-Dec-2024,15:31:34,0.48,1
Blue Jay,Cyanocitta cristata,2024-12-04T20:10:28Z,04-Dec-2024,15:10:28,0.8627,6
Blue Jay,Cyanocitta cristata,2024-12-04T20:09:16Z,04-Dec-2024,15:09:16,0.8157,8
Blue Jay,Cyanocitta cristata,2024-12-04T20:08:09Z,04-Dec-2024,15:08:09,0.8,12
Blue Jay,Cyanocitta cristata,2024-12-04T20:07:59Z,04-Dec-2024,15:07:59,0.34,1
Blue Jay,Cyanocitta cristata,2024-12-04T20:07:35Z,04-Dec-2024,15:07:35,0.27,1
Blue Jay,Cyanocitta cristata,2024-12-04T20:06:55Z,04-Dec-2024,15:06:55,0.9529,1
American Crow,Corvus brachyrhynchos,2024-12-04T19:47:57Z,04-Dec-2024,14:47:57,0.8157,1
Blue Jay,Cyanocitta cristata,2024-12-04T19:27:49Z,04-Dec-2024,14:27:49,0.8471,4
Blue Jay,Cyanocitta cristata,2024-12-04T19:24:05Z,04-Dec-2024,14:24:05,0.26,1
Blue Jay,Cyanocitta cristata,2024-12-04T19:23:55Z,04-Dec-2024,14:23:55,0.32,1
Blue Jay,Cyanocitta cristata,2024-12-04T19:23:40Z,04-Dec-2024,14:23:40,0.9255,1
American Crow,Corvus brachyrhynchos,2024-12-04T19:15:50Z,04-Dec-2024,14:15:50,0.8471,1
Blue Jay,Cyanocitta cristata,2024-12-04T19:13:52Z,04-Dec-2024,14:13:52,0.8314,1
Blue Jay,Cyanocitta cristata,2024-12-04T19:11:35Z,04-Dec-2024,14:11:35,0.8471,1
Hairy Woodpecker,Dryobates villosus,2024-12-04T19:11:25Z,04-Dec-2024,14:11:25,0.42,1
Red-bellied Woodpecker,Melanerpes carolinus,2024-12-04T19:04:52Z,04-Dec-2024,14:04:52,0.9098,1
Barred Owl,Strix varia,2024-12-04T19:04:31Z,04-Dec-2024,14:04:31,0.48,1
Black-capped Chickadee,Poecile atricapillus,2024-12-04T18:57:37Z,04-Dec-2024,13:57:37,0.8471,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:41:01Z,04-Dec-2024,13:41:01,0.8471,7
Blue Jay,Cyanocitta cristata,2024-12-04T18:39:37Z,04-Dec-2024,13:39:37,0.26,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:39:13Z,04-Dec-2024,13:39:13,0.8157,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:36:45Z,04-Dec-2024,13:36:45,0.28,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:35:31Z,04-Dec-2024,13:35:31,0.8,1
American Crow,Corvus brachyrhynchos,2024-12-04T18:30:49Z,04-Dec-2024,13:30:49,0.9412,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:24:43Z,04-Dec-2024,13:24:43,0.8745,4
Blue Jay,Cyanocitta cristata,2024-12-04T18:20:57Z,04-Dec-2024,13:20:57,0.29,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:20:53Z,04-Dec-2024,13:20:53,0.8863,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:16:49Z,04-Dec-2024,13:16:49,0.8627,15
Blue Jay,Cyanocitta cristata,2024-12-04T18:16:04Z,04-Dec-2024,13:16:04,0.38,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:15:53Z,04-Dec-2024,13:15:53,0.34,1
Blue Jay,Cyanocitta cristata,2024-12-04T18:15:34Z,04-Dec-2024,13:15:34,0.9098,1
American Tree Sparrow,Spizelloides arborea,2024-12-04T18:01:32Z,04-Dec-2024,13:01:32,0.34,1
American Tree Sparrow,Spizelloides arborea,2024-12-04T18:01:26Z,04-Dec-2024,13:01:26,0.3,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:56:57Z,04-Dec-2024,12:56:57,0.29,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:56:47Z,04-Dec-2024,12:56:47,0.7804,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:43:25Z,04-Dec-2024,12:43:25,0.8,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:41:04Z,04-Dec-2024,12:41:04,0.31,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:38:17Z,04-Dec-2024,12:38:17,0.7804,2
Blue Jay,Cyanocitta cristata,2024-12-04T17:37:22Z,04-Dec-2024,12:37:22,0.4,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:37:16Z,04-Dec-2024,12:37:16,0.8627,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:26:44Z,04-Dec-2024,12:26:44,0.64,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:14:29Z,04-Dec-2024,12:14:29,0.31,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:14:20Z,04-Dec-2024,12:14:20,0.37,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:14:11Z,04-Dec-2024,12:14:11,0.7804,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:05:31Z,04-Dec-2024,12:05:31,0.29,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:05:10Z,04-Dec-2024,12:05:10,0.3,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:05:01Z,04-Dec-2024,12:05:01,0.32,1
Blue Jay,Cyanocitta cristata,2024-12-04T17:00:37Z,04-Dec-2024,12:00:37,0.36,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:59:07Z,04-Dec-2024,11:59:07,0.61,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:40:25Z,04-Dec-2024,11:40:25,0.8,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:31:41Z,04-Dec-2024,11:31:41,0.34,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:31:38Z,04-Dec-2024,11:31:38,0.8627,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:31:31Z,04-Dec-2024,11:31:31,0.34,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:22:22Z,04-Dec-2024,11:22:22,0.33,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:21:29Z,04-Dec-2024,11:21:29,0.3,1
Blue Jay,Cyanocitta cristata,2024-12-04T16:21:08Z,04-Dec-2024,11:21:08,0.8471,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:56:52Z,04-Dec-2024,10:56:52,0.8157,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:50:13Z,04-Dec-2024,10:50:13,0.37,1
Tufted Titmouse,Baeolophus bicolor,2024-12-04T15:47:10Z,04-Dec-2024,10:47:10,0.8314,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:28:50Z,04-Dec-2024,10:28:50,0.9098,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:27:47Z,04-Dec-2024,10:27:47,0.26,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:27:32Z,04-Dec-2024,10:27:32,0.8314,2
Hairy Woodpecker,Dryobates villosus,2024-12-04T15:27:28Z,04-Dec-2024,10:27:28,0.35,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:27:22Z,04-Dec-2024,10:27:22,0.74,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:26:03Z,04-Dec-2024,10:26:03,0.9176,8
Blue Jay,Cyanocitta cristata,2024-12-04T15:23:28Z,04-Dec-2024,10:23:28,0.33,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:23:06Z,04-Dec-2024,10:23:06,0.8627,4
Blue Jay,Cyanocitta cristata,2024-12-04T15:21:49Z,04-Dec-2024,10:21:49,0.45,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:21:40Z,04-Dec-2024,10:21:40,0.8745,1
Hairy Woodpecker,Dryobates villosus,2024-12-04T15:20:55Z,04-Dec-2024,10:20:55,0.3,1
Hairy Woodpecker,Dryobates villosus,2024-12-04T15:19:29Z,04-Dec-2024,10:19:29,0.85,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:15:33Z,04-Dec-2024,10:15:33,0.8745,3
Blue Jay,Cyanocitta cristata,2024-12-04T15:14:14Z,04-Dec-2024,10:14:14,0.63,1
Blue Jay,Cyanocitta cristata,2024-12-04T15:13:44Z,04-Dec-2024,10:13:44,0.8314,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:59:31Z,04-Dec-2024,09:59:31,0.57,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:57:43Z,04-Dec-2024,09:57:43,0.7804,5
Blue Jay,Cyanocitta cristata,2024-12-04T14:54:38Z,04-Dec-2024,09:54:38,0.42,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:54:20Z,04-Dec-2024,09:54:20,0.39,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:54:10Z,04-Dec-2024,09:54:10,0.8314,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:50:49Z,04-Dec-2024,09:50:49,0.49,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:47:29Z,04-Dec-2024,09:47:29,0.7804,4
Blue Jay,Cyanocitta cristata,2024-12-04T14:44:50Z,04-Dec-2024,09:44:50,0.8627,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:44:46Z,04-Dec-2024,09:44:46,0.71,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:33:10Z,04-Dec-2024,09:33:10,0.8157,1
American Robin,Turdus migratorius,2024-12-04T14:32:01Z,04-Dec-2024,09:32:01,0.7804,1
European Starling,Sturnus vulgaris,2024-12-04T14:29:26Z,04-Dec-2024,09:29:26,0.7804,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:27:59Z,04-Dec-2024,09:27:59,0.8863,4
Blue Jay,Cyanocitta cristata,2024-12-04T14:19:14Z,04-Dec-2024,09:19:14,0.35,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:18:59Z,04-Dec-2024,09:18:59,0.31,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:18:55Z,04-Dec-2024,09:18:55,0.9098,12
Blue Jay,Cyanocitta cristata,2024-12-04T14:18:28Z,04-Dec-2024,09:18:28,0.65,1
Blue Jay,Cyanocitta cristata,2024-12-04T14:17:53Z,04-Dec-2024,09:17:53,0.8863,7
