Species,UTC Date, Local Date, Local Time, Score, Count
American Crow,2023-12-29T23:56:41Z,29-Dec-2023,15:56:41,0.8667,1
American Crow,2023-12-29T23:55:38Z,29-Dec-2023,15:55:38,0.8235,1
Black-capped Chickadee,2023-12-29T23:53:35Z,29-Dec-2023,15:53:35,0.9216,1
American Crow,2023-12-29T23:52:53Z,29-Dec-2023,15:52:53,0.8235,1
Brown Creeper,2023-12-29T23:51:31Z,29-Dec-2023,15:51:31,0.66,1
Chestnut-backed Chickadee,2023-12-29T23:51:11Z,29-Dec-2023,15:51:11,0.8078,1
Chestnut-backed Chickadee,2023-12-29T23:50:05Z,29-Dec-2023,15:50:05,0.9647,2
Chestnut-backed Chickadee,2023-12-29T23:49:00Z,29-Dec-2023,15:49:00,0.9294,15
Chestnut-backed Chickadee,2023-12-29T23:48:53Z,29-Dec-2023,15:48:53,0.85,1
Chestnut-backed Chickadee,2023-12-29T23:47:47Z,29-Dec-2023,15:47:47,0.8392,6
Chestnut-backed Chickadee,2023-12-29T23:47:18Z,29-Dec-2023,15:47:18,0.86,1
Chestnut-backed Chickadee,2023-12-29T23:47:03Z,29-Dec-2023,15:47:03,0.84,1
Chestnut-backed Chickadee,2023-12-29T23:46:29Z,29-Dec-2023,15:46:29,0.8902,10
Chestnut-backed Chickadee,2023-12-29T23:46:15Z,29-Dec-2023,15:46:15,0.63,1
Chestnut-backed Chickadee,2023-12-29T23:45:41Z,29-Dec-2023,15:45:41,0.29,1
Chestnut-backed Chickadee,2023-12-29T23:45:26Z,29-Dec-2023,15:45:26,0.8235,1
Chestnut-backed Chickadee,2023-12-29T23:43:11Z,29-Dec-2023,15:43:11,0.8784,1
Black-capped Chickadee,2023-12-29T23:40:43Z,29-Dec-2023,15:40:43,0.64,1
Black-capped Chickadee,2023-12-29T23:40:37Z,29-Dec-2023,15:40:37,0.8667,1
Black-capped Chickadee,2023-12-29T23:40:32Z,29-Dec-2023,15:40:32,0.37,1
Chestnut-backed Chickadee,2023-12-29T23:40:11Z,29-Dec-2023,15:40:11,0.9333,8
Chestnut-backed Chickadee,2023-12-29T23:38:00Z,29-Dec-2023,15:38:00,0.94,1
Chestnut-backed Chickadee,2023-12-29T23:37:53Z,29-Dec-2023,15:37:53,0.93,1
Chestnut-backed Chickadee,2023-12-29T23:37:38Z,29-Dec-2023,15:37:38,0.31,1
Chestnut-backed Chickadee,2023-12-29T23:37:20Z,29-Dec-2023,15:37:20,0.77,1
Chestnut-backed Chickadee,2023-12-29T23:36:59Z,29-Dec-2023,15:36:59,0.9686,3
Chestnut-backed Chickadee,2023-12-29T23:36:54Z,29-Dec-2023,15:36:54,0.42,1
Chestnut-backed Chickadee,2023-12-29T23:36:38Z,29-Dec-2023,15:36:38,0.81,1
Chestnut-backed Chickadee,2023-12-29T23:35:44Z,29-Dec-2023,15:35:44,0.9098,2
Canada Goose,2023-12-29T23:34:56Z,29-Dec-2023,15:34:56,0.46,1
Chestnut-backed Chickadee,2023-12-29T23:32:14Z,29-Dec-2023,15:32:14,0.902,1
Chestnut-backed Chickadee,2023-12-29T21:24:30Z,29-Dec-2023,13:24:30,0.9765,1
Chestnut-backed Chickadee,2023-12-29T21:18:29Z,29-Dec-2023,13:18:29,0.38,1
Chestnut-backed Chickadee,2023-12-29T21:17:47Z,29-Dec-2023,13:17:47,0.9647,3
Chestnut-backed Chickadee,2023-12-29T21:16:20Z,29-Dec-2023,13:16:20,0.8235,1
Chestnut-backed Chickadee,2023-12-29T21:10:26Z,29-Dec-2023,13:10:26,0.8784,1
Chestnut-backed Chickadee,2023-12-29T21:06:47Z,29-Dec-2023,13:06:47,0.7882,1
Anna's Hummingbird,2023-12-29T21:00:56Z,29-Dec-2023,13:00:56,0.9412,1
Golden-crowned Kinglet,2023-12-29T21:00:17Z,29-Dec-2023,13:00:17,0.8,1
Chestnut-backed Chickadee,2023-12-29T20:59:32Z,29-Dec-2023,12:59:32,0.9216,1
Golden-crowned Kinglet,2023-12-29T20:54:50Z,29-Dec-2023,12:54:50,0.68,1
Golden-crowned Kinglet,2023-12-29T20:54:27Z,29-Dec-2023,12:54:27,0.51,1
Golden-crowned Kinglet,2023-12-29T20:54:20Z,29-Dec-2023,12:54:20,0.89,1
Golden-crowned Kinglet,2023-12-29T20:53:50Z,29-Dec-2023,12:53:50,0.88,1
Red-breasted Nuthatch,2023-12-29T20:53:10Z,29-Dec-2023,12:53:10,0.59,1
Red-breasted Nuthatch,2023-12-29T20:53:03Z,29-Dec-2023,12:53:03,0.88,1
Red-breasted Nuthatch,2023-12-29T20:52:57Z,29-Dec-2023,12:52:57,0.9,1
