Species,UTC Date, Local Date, Local Time, Score, Count
American Crow,2023-11-18T23:51:35Z,18-Nov-2023,15:51:35,0.902,1
American Crow,2023-11-18T23:50:22Z,18-Nov-2023,15:50:22,0.9333,1
Golden-crowned Kinglet,2023-11-18T23:40:18Z,18-Nov-2023,15:40:18,0.83,1
American Crow,2023-11-18T23:37:00Z,18-Nov-2023,15:37:00,0.8902,1
Golden-crowned Kinglet,2023-11-18T23:12:10Z,18-Nov-2023,15:12:10,0.91,1
Golden-crowned Kinglet,2023-11-18T23:12:04Z,18-Nov-2023,15:12:04,0.83,1
Golden-crowned Kinglet,2023-11-18T23:11:58Z,18-Nov-2023,15:11:58,0.93,1
Golden-crowned Kinglet,2023-11-18T23:11:45Z,18-Nov-2023,15:11:45,0.85,1
Golden-crowned Kinglet,2023-11-18T23:11:27Z,18-Nov-2023,15:11:27,0.35,1
Golden-crowned Kinglet,2023-11-18T23:11:12Z,18-Nov-2023,15:11:12,0.38,1
Golden-crowned Kinglet,2023-11-18T23:10:33Z,18-Nov-2023,15:10:33,0.9,1
Golden-crowned Kinglet,2023-11-18T23:10:04Z,18-Nov-2023,15:10:04,0.91,1
Golden-crowned Kinglet,2023-11-18T23:09:57Z,18-Nov-2023,15:09:57,0.9,1
Golden-crowned Kinglet,2023-11-18T23:08:11Z,18-Nov-2023,15:08:11,0.89,1
Golden-crowned Kinglet,2023-11-18T23:07:42Z,18-Nov-2023,15:07:42,0.93,1
Golden-crowned Kinglet,2023-11-18T23:07:29Z,18-Nov-2023,15:07:29,0.93,1
Golden-crowned Kinglet,2023-11-18T23:07:18Z,18-Nov-2023,15:07:18,0.55,1
Golden-crowned Kinglet,2023-11-18T23:07:03Z,18-Nov-2023,15:07:03,0.88,1
Bushtit,2023-11-18T23:06:20Z,18-Nov-2023,15:06:20,0.94,1
Bushtit,2023-11-18T23:06:09Z,18-Nov-2023,15:06:09,0.49,1
Bushtit,2023-11-18T23:05:55Z,18-Nov-2023,15:05:55,0.79,1
