Species,Scientific Name,UTC Date,Local Date,Local Time,Score,Count
Black-capped Chickadee,Poecile atricapillus,2026-05-09T23:57:52.500000Z,09-May-2026,16:57:52,0.9123,6
Black-capped Chickadee,Poecile atricapillus,2026-05-09T23:56:52.500000Z,09-May-2026,16:56:52,0.9184,1
Black-capped Chickadee,Poecile atricapillus,2026-05-09T23:56:45.500000Z,09-May-2026,16:56:45,0.8715,5
Steller's Jay,Cyanocitta stelleri,2026-05-09T23:47:58.500000Z,09-May-2026,16:47:58,0.936,3
Black-capped Chickadee,Poecile atricapillus,2026-05-09T23:47:53.500000Z,09-May-2026,16:47:53,0.906,1
American Robin,Turdus migratorius,2026-05-09T23:44:54.500000Z,09-May-2026,16:44:54,0.9683,1
Black-capped Chickadee,Poecile atricapillus,2026-05-09T23:40:44.500000Z,09-May-2026,16:40:44,0.903,2
American Robin,Turdus migratorius,2026-05-09T23:37:24.500000Z,09-May-2026,16:37:24,0.9082,1
American Robin,Turdus migratorius,2026-05-09T23:19:55.500000Z,09-May-2026,16:19:55,0.5717,1
American Robin,Turdus migratorius,2026-05-09T23:18:34.500000Z,09-May-2026,16:18:34,0.8939,5
American Robin,Turdus migratorius,2026-05-09T23:14:50.500000Z,09-May-2026,16:14:50,0.9105,1
American Robin,Turdus migratorius,2026-05-09T23:14:08.500000Z,09-May-2026,16:14:08,0.9206,2
American Robin,Turdus migratorius,2026-05-09T23:04:53.500000Z,09-May-2026,16:04:53,0.7413,1
Cedar Waxwing,Bombycilla cedrorum,2026-05-09T22:57:38.500000Z,09-May-2026,15:57:38,0.6629,1
American Robin,Turdus migratorius,2026-05-09T22:55:40.500000Z,09-May-2026,15:55:40,0.9232,1
American Robin,Turdus migratorius,2026-05-09T22:54:15.500000Z,09-May-2026,15:54:15,0.8971,1
Bewick's Wren,Thryomanes bewickii,2026-05-09T22:53:45.500000Z,09-May-2026,15:53:45,0.5228,1
American Robin,Turdus migratorius,2026-05-09T22:50:53.500000Z,09-May-2026,15:50:53,0.9055,1
American Robin,Turdus migratorius,2026-05-09T22:47:26.500000Z,09-May-2026,15:47:26,0.9229,4
American Robin,Turdus migratorius,2026-05-09T22:45:40.500000Z,09-May-2026,15:45:40,0.9427,4
American Robin,Turdus migratorius,2026-05-09T22:39:15.500000Z,09-May-2026,15:39:15,0.9305,3
American Robin,Turdus migratorius,2026-05-09T22:37:22.500000Z,09-May-2026,15:37:22,0.9172,3
American Robin,Turdus migratorius,2026-05-09T22:34:40.500000Z,09-May-2026,15:34:40,0.873,2
American Robin,Turdus migratorius,2026-05-09T22:33:31.500000Z,09-May-2026,15:33:31,0.8462,1
American Robin,Turdus migratorius,2026-05-09T22:32:43.500000Z,09-May-2026,15:32:43,0.5332,1
American Robin,Turdus migratorius,2026-05-09T22:30:29.500000Z,09-May-2026,15:30:29,0.9211,2
American Robin,Turdus migratorius,2026-05-09T22:28:50.500000Z,09-May-2026,15:28:50,0.9478,2
American Robin,Turdus migratorius,2026-05-09T22:25:23.500000Z,09-May-2026,15:25:23,0.9445,1
American Robin,Turdus migratorius,2026-05-09T22:25:08.500000Z,09-May-2026,15:25:08,0.8912,2
American Robin,Turdus migratorius,2026-05-09T22:21:51.500000Z,09-May-2026,15:21:51,0.9059,1
American Robin,Turdus migratorius,2026-05-09T22:21:36.500000Z,09-May-2026,15:21:36,0.9621,2
American Robin,Turdus migratorius,2026-05-09T22:19:21.500000Z,09-May-2026,15:19:21,0.9598,2
American Robin,Turdus migratorius,2026-05-09T22:19:15.500000Z,09-May-2026,15:19:15,0.981,2
House Finch,Haemorhous mexicanus,2026-05-09T22:11:03.500000Z,09-May-2026,15:11:03,0.8211,1
House Finch,Haemorhous mexicanus,2026-05-09T22:10:12.500000Z,09-May-2026,15:10:12,0.8261,1
American Robin,Turdus migratorius,2026-05-09T22:05:52.500000Z,09-May-2026,15:05:52,0.8831,4
American Robin,Turdus migratorius,2026-05-09T22:04:35.500000Z,09-May-2026,15:04:35,0.9261,4
American Robin,Turdus migratorius,2026-05-09T22:03:49.500000Z,09-May-2026,15:03:49,0.9335,5
American Robin,Turdus migratorius,2026-05-09T22:03:12.500000Z,09-May-2026,15:03:12,0.9323,2
