Species,UTC Date, Local Date, Local Time, Score, Count
Bushtit,2023-12-25T23:38:28Z,25-Dec-2023,15:38:28,0.67,1
Chestnut-backed Chickadee,2023-12-25T20:42:06Z,25-Dec-2023,12:42:06,0.9098,1
Dark-eyed Junco,2023-12-25T18:37:51Z,25-Dec-2023,10:37:51,0.26,1
Golden-crowned Kinglet,2023-12-25T17:52:03Z,25-Dec-2023,09:52:03,0.36,1
Anna's Hummingbird,2023-12-25T17:32:18Z,25-Dec-2023,09:32:18,0.7882,1
Anna's Hummingbird,2023-12-25T17:26:27Z,25-Dec-2023,09:26:27,0.902,1
Red-breasted Nuthatch,2023-12-25T17:19:02Z,25-Dec-2023,09:19:02,0.69,1
Red-breasted Nuthatch,2023-12-25T17:18:55Z,25-Dec-2023,09:18:55,0.86,1
Red-breasted Nuthatch,2023-12-25T17:18:39Z,25-Dec-2023,09:18:39,0.61,1
Red-breasted Nuthatch,2023-12-25T17:18:21Z,25-Dec-2023,09:18:21,0.67,1
Red-breasted Nuthatch,2023-12-25T17:18:14Z,25-Dec-2023,09:18:14,0.74,1
Red-breasted Nuthatch,2023-12-25T17:18:06Z,25-Dec-2023,09:18:06,0.83,1
Red-breasted Nuthatch,2023-12-25T17:17:59Z,25-Dec-2023,09:17:59,0.91,1
Red-breasted Nuthatch,2023-12-25T17:17:51Z,25-Dec-2023,09:17:51,0.96,1
Red-breasted Nuthatch,2023-12-25T17:17:44Z,25-Dec-2023,09:17:44,0.87,1
Red-breasted Nuthatch,2023-12-25T17:17:37Z,25-Dec-2023,09:17:37,0.77,1
Red-breasted Nuthatch,2023-12-25T17:17:30Z,25-Dec-2023,09:17:30,0.76,1
Red-breasted Nuthatch,2023-12-25T17:17:23Z,25-Dec-2023,09:17:23,0.89,1
Red-breasted Nuthatch,2023-12-25T17:17:15Z,25-Dec-2023,09:17:15,0.83,1
Red-breasted Nuthatch,2023-12-25T17:17:08Z,25-Dec-2023,09:17:08,0.52,1
Red-breasted Nuthatch,2023-12-25T17:17:01Z,25-Dec-2023,09:17:01,0.67,1
Red-breasted Nuthatch,2023-12-25T17:16:54Z,25-Dec-2023,09:16:54,0.82,1
Red-breasted Nuthatch,2023-12-25T17:16:47Z,25-Dec-2023,09:16:47,0.82,1
Red-breasted Nuthatch,2023-12-25T17:16:40Z,25-Dec-2023,09:16:40,0.64,1
Red-breasted Nuthatch,2023-12-25T17:16:30Z,25-Dec-2023,09:16:30,0.89,1
Red-breasted Nuthatch,2023-12-25T17:16:22Z,25-Dec-2023,09:16:22,0.89,1
Red-breasted Nuthatch,2023-12-25T17:16:12Z,25-Dec-2023,09:16:12,0.87,1
American Crow,2023-12-25T16:56:19Z,25-Dec-2023,08:56:19,0.8235,1
Golden-crowned Kinglet,2023-12-25T16:44:19Z,25-Dec-2023,08:44:19,0.28,1
Golden-crowned Kinglet,2023-12-25T16:44:08Z,25-Dec-2023,08:44:08,0.69,1
Golden-crowned Kinglet,2023-12-25T16:43:57Z,25-Dec-2023,08:43:57,0.47,1
Golden-crowned Kinglet,2023-12-25T16:43:40Z,25-Dec-2023,08:43:40,0.64,1
Golden-crowned Kinglet,2023-12-25T16:43:28Z,25-Dec-2023,08:43:28,0.56,1
Golden-crowned Kinglet,2023-12-25T16:41:43Z,25-Dec-2023,08:41:43,0.69,1
Golden-crowned Kinglet,2023-12-25T16:40:49Z,25-Dec-2023,08:40:49,0.54,1
Red-breasted Nuthatch,2023-12-25T16:36:24Z,25-Dec-2023,08:36:24,0.94,1
Red-breasted Nuthatch,2023-12-25T16:36:17Z,25-Dec-2023,08:36:17,0.46,1
Red-breasted Nuthatch,2023-12-25T16:36:03Z,25-Dec-2023,08:36:03,0.97,1
Red-breasted Nuthatch,2023-12-25T16:35:57Z,25-Dec-2023,08:35:57,0.93,1
Red-breasted Nuthatch,2023-12-25T16:35:46Z,25-Dec-2023,08:35:46,0.82,1
Red-breasted Nuthatch,2023-12-25T16:35:38Z,25-Dec-2023,08:35:38,0.97,1
Red-breasted Nuthatch,2023-12-25T16:35:31Z,25-Dec-2023,08:35:31,0.81,1
Red-breasted Nuthatch,2023-12-25T16:35:24Z,25-Dec-2023,08:35:24,0.95,1
Red-breasted Nuthatch,2023-12-25T16:35:17Z,25-Dec-2023,08:35:17,0.94,1
Red-breasted Nuthatch,2023-12-25T16:35:11Z,25-Dec-2023,08:35:11,0.95,1
Red-breasted Nuthatch,2023-12-25T16:35:02Z,25-Dec-2023,08:35:02,0.97,1
Red-breasted Nuthatch,2023-12-25T16:34:54Z,25-Dec-2023,08:34:54,0.87,1
Red-breasted Nuthatch,2023-12-25T16:34:46Z,25-Dec-2023,08:34:46,0.87,1
Red-breasted Nuthatch,2023-12-25T16:34:39Z,25-Dec-2023,08:34:39,0.79,1
Red-breasted Nuthatch,2023-12-25T16:34:31Z,25-Dec-2023,08:34:31,0.88,1
Red-breasted Nuthatch,2023-12-25T16:34:25Z,25-Dec-2023,08:34:25,0.55,1
Red-breasted Nuthatch,2023-12-25T16:34:17Z,25-Dec-2023,08:34:17,0.69,1
Red-breasted Nuthatch,2023-12-25T16:34:02Z,25-Dec-2023,08:34:02,0.63,1
Red-breasted Nuthatch,2023-12-25T16:33:54Z,25-Dec-2023,08:33:54,0.41,1
Red-breasted Nuthatch,2023-12-25T16:33:46Z,25-Dec-2023,08:33:46,0.53,1
Red-breasted Nuthatch,2023-12-25T16:33:38Z,25-Dec-2023,08:33:38,0.54,1
Golden-crowned Kinglet,2023-12-25T16:33:22Z,25-Dec-2023,08:33:22,0.3,1
Golden-crowned Kinglet,2023-12-25T16:33:11Z,25-Dec-2023,08:33:11,0.59,1
Bewick's Wren,2023-12-25T16:33:06Z,25-Dec-2023,08:33:06,0.31,1
Golden-crowned Kinglet,2023-12-25T16:32:52Z,25-Dec-2023,08:32:52,0.28,1
American Crow,2023-12-25T16:16:54Z,25-Dec-2023,08:16:54,0.9098,1
Red-breasted Nuthatch,2023-12-25T16:16:47Z,25-Dec-2023,08:16:47,0.94,1
Red-breasted Nuthatch,2023-12-25T16:16:41Z,25-Dec-2023,08:16:41,0.9,1
Red-breasted Nuthatch,2023-12-25T16:16:34Z,25-Dec-2023,08:16:34,0.98,1
Red-breasted Nuthatch,2023-12-25T16:16:26Z,25-Dec-2023,08:16:26,0.95,1
Red-breasted Nuthatch,2023-12-25T16:16:19Z,25-Dec-2023,08:16:19,0.97,1
American Crow,2023-12-25T16:15:52Z,25-Dec-2023,08:15:52,0.8902,1
American Crow,2023-12-25T16:14:34Z,25-Dec-2023,08:14:34,0.9294,1
Dark-eyed Junco,2023-12-25T15:47:08Z,25-Dec-2023,07:47:08,0.7882,1
Dark-eyed Junco,2023-12-25T15:46:26Z,25-Dec-2023,07:46:26,0.47,1
Dark-eyed Junco,2023-12-25T15:45:11Z,25-Dec-2023,07:45:11,0.28,1
Dark-eyed Junco,2023-12-25T15:44:50Z,25-Dec-2023,07:44:50,0.8392,1
Dark-eyed Junco,2023-12-25T00:01:00Z,24-Dec-2023,16:01:00,0.54,1
Golden-crowned Kinglet,2023-12-25T00:00:53Z,24-Dec-2023,16:00:53,0.5,1
Golden-crowned Kinglet,2023-12-25T00:00:47Z,24-Dec-2023,16:00:47,0.47,1
